id,artistName,leadStreams,feats,tracks,oneBillion,houndredMillions,lastUpdated,Songs
728,Alice In Chains,1902125921,171453,162,0,5,09/03/2022 00:00:00,
729,Giveon,1901077447,589310224,32,0,4,09/12/2022 00:00:00,
730,John Lennon,1900843192,5769602,498,0,3,08/16/2022 00:00:00,
731,Los Temerarios,1899241961,183284,322,0,0,08/06/2022 00:00:00,
732,Loud Luxury,1898927877,89734246,135,0,4,07/31/2022 00:00:00,
733,Ghostemane,1897237706,68873586,140,0,3,08/19/2022 00:00:00,
734,Snow Patrol,1897170969,0,191,0,3,08/09/2022 00:00:00,
735,beabadoobee,1893281518,12412498,76,1,2,09/06/2022 00:00:00,
736,Lee Brice,1893216404,14898633,97,0,6,07/31/2022 00:00:00,
737,Trevor Daniel,1893164011,207826260,50,1,2,07/31/2022 00:00:00,
738,James TW,1892634482,8164452,44,0,5,07/31/2022 00:00:00,
739,Louis Armstrong,1888813523,16402469,2311,0,4,07/31/2022 00:00:00,
740,Beret,1887419481,54947411,50,0,3,07/31/2022 00:00:00,
741,Shania Twain,1885781696,182041753,187,0,4,09/17/2022 00:00:00,
742,Calle 13,1883809656,131655648,81,0,5,07/31/2022 00:00:00,
743,Booba,1880281066,678185823,247,0,0,07/31/2022 00:00:00,
744,Niska,1879295266,617175106,105,0,1,07/31/2022 00:00:00,
745,Ciara,1875900807,505417778,158,0,5,08/16/2022 00:00:00,
746,Incubus,1872492242,2113242,229,0,3,07/31/2022 00:00:00,
747,MØ,1867886470,3388886631,124,0,4,07/31/2022 00:00:00,
748,Mon Laferte,1867546187,328196750,143,0,4,08/31/2022 00:00:00,
749,Conor Maynard,1867293612,371487728,137,0,3,07/31/2022 00:00:00,
750,Ella Fitzgerald,1865209139,12514602,2120,0,2,08/09/2022 00:00:00,
751,Sting,1864917481,294461183,495,0,3,08/15/2022 00:00:00,
752,Vintage Culture,1863460359,35304995,205,0,2,07/31/2022 00:00:00,
753,Kevin Roldan,1860423142,479771429,147,0,2,07/31/2022 00:00:00,
754,Blueface,1856041642,617180661,98,0,4,09/18/2022 00:00:00,
755,Nat King Cole,1853717658,8675904,1129,0,3,07/31/2022 00:00:00,
756,Yo Gotti,1852943310,1311194792,494,0,2,07/31/2022 00:00:00,
757,Lady A,1850637526,138695513,229,0,5,07/31/2022 00:00:00,
758,Two Feet,1850083119,43492840,67,0,3,07/31/2022 00:00:00,
759,Thalia,1849494711,356801594,320,0,2,09/19/2022 00:00:00,
760,Taio Cruz,1849088545,27054116,94,0,4,08/19/2022 00:00:00,
761,Old Dominion,1846826397,5326630,85,0,7,08/09/2022 00:00:00,
762,Dean Martin,1839950779,11973306,696,0,5,07/31/2022 00:00:00,
763,Oliver Tree,1839830515,47958499,63,0,4,08/31/2022 00:00:00,
764,John Newman,1839265446,386221358,95,0,4,07/31/2022 00:00:00,
765,CRO,1837987132,186326829,163,0,2,08/19/2022 00:00:00,
766,PNAU,1837143273,4795294,113,1,3,09/18/2022 00:00:00,
767,ANAVITÓRIA,1836487394,247466567,79,0,3,09/18/2022 00:00:00,
768,Sara Bareilles,1829209796,82546640,194,0,5,09/15/2022 00:00:00,
769,Michael Silverman,1827043186,213673,972,0,0,07/31/2022 00:00:00,
770,Burna Boy,1821371663,1671152465,174,0,4,09/19/2022 00:00:00,
771,Surfaces,1819802511,0,70,0,1,07/31/2022 00:00:00,
772,Chayanne,1817989260,144005891,236,0,5,07/31/2022 00:00:00,
773,a-ha,1815725128,16092,401,1,1,07/31/2022 00:00:00,
774,The Jackson 5,1814148449,2468100,347,0,5,08/24/2022 00:00:00,
775,Fergie,1813098972,206140442,82,0,5,07/31/2022 00:00:00,
776,The Pussycat Dolls,1813039711,26129902,56,0,5,09/02/2022 00:00:00,
777,Roxette,1810253500,306912,465,0,4,08/14/2022 00:00:00,
778,Leona Lewis,1806698865,58137114,116,0,5,09/18/2022 00:00:00,
779,Matuê,1805676631,243428148,33,0,6,08/31/2022 00:00:00,
780,Natalia Lafourcade,1805496403,936009979,183,0,4,09/02/2022 00:00:00,
781,Mora,1805158864,348503971,76,0,2,08/16/2022 00:00:00,
782,Dynoro,1804491187,378295,18,1,4,07/31/2022 00:00:00,
783,Los Tucanes De Tijuana,1804035346,5231518,737,0,1,08/01/2022 00:00:00,
784,AJ Tracey,1802672139,215084250,98,0,6,08/21/2022 00:00:00,
785,LUDMILLA,1799762330,466090779,178,0,2,09/19/2022 00:00:00,
786,Sean Kingston,1798965211,150341106,142,0,5,07/31/2022 00:00:00,
787,Guaynaa,1797383497,132443509,64,0,5,07/31/2022 00:00:00,
788,Steve Lacy,1794556932,632508531,46,0,4,09/20/2022 00:00:00,
789,Jon Pardi,1793562040,161230228,78,0,5,09/05/2022 00:00:00,
790,fun.,1792718438,203986,26,0,3,07/31/2022 00:00:00,
791,Ben Howard,1790617769,1125328,60,0,4,09/20/2022 00:00:00,
792,Tears For Fears,1785149316,2601887,219,0,4,09/20/2022 00:00:00,
793,Mike Perry,1784903805,26675234,54,0,3,07/31/2022 00:00:00,
794,Lalo Ebratt,1773683414,84141405,60,0,7,07/31/2022 00:00:00,
795,Oliver Heldens,1773243390,253517935,145,0,3,07/31/2022 00:00:00,
796,Martin Solveig,1772167780,8507378,246,0,5,07/31/2022 00:00:00,
797,Nicki Nicole,1771051853,466761461,49,0,3,09/16/2022 00:00:00,
798,Darell,1768464822,4780307242,133,0,4,07/31/2022 00:00:00,
799,CHVRCHES,1766235284,5546013,118,0,2,09/14/2022 00:00:00,
800,Julieta Venegas,1760785705,701911855,152,0,6,09/18/2022 00:00:00,
801,Kylie Minogue,1760059922,122606148,906,0,2,09/05/2022 00:00:00,
802,Gente De Zona,1756631831,1403404663,126,0,3,07/31/2022 00:00:00,
803,Deftones,1750174564,189667,139,0,2,08/19/2022 00:00:00,
804,Melendi,1749960220,190148048,184,0,2,07/31/2022 00:00:00,
805,Seether,1748931621,0,156,0,3,07/31/2022 00:00:00,
806,Baby Keem,1748313318,64281837,51,0,3,09/04/2022 00:00:00,
807,DJ Luian,1747734090,2738823311,52,0,4,07/31/2022 00:00:00,
809,MKTO,1746963141,14429939,29,0,2,07/31/2022 00:00:00,
810,Mambo Kingz,1745059565,2499618695,37,0,5,07/31/2022 00:00:00,
811,Lionel Richie,1743379490,53528648,297,0,6,08/25/2022 00:00:00,
812,IU,1743026779,105019595,165,0,4,09/18/2022 00:00:00,
813,Lil Dicky,1741821934,127683917,23,0,5,07/31/2022 00:00:00,
814,Intocable,1741554669,20985489,317,0,2,08/14/2022 00:00:00,
815,Sin Bandera,1738742132,124804809,124,0,6,07/31/2022 00:00:00,
816,Daya,1735378090,2131830037,45,0,4,07/31/2022 00:00:00,
817,Chris Young,1733928126,108950594,112,0,4,07/31/2022 00:00:00,
818,Tech N9ne,1733262095,664567305,451,0,2,07/31/2022 00:00:00,
819,Arcade Fire,1731328594,0,113,0,3,07/31/2022 00:00:00,
820,Rich Brian,1727170764,624625192,57,0,4,09/19/2022 00:00:00,
821,Mother Mother,1726527097,83041,142,0,5,07/31/2022 00:00:00,
822,Yusuf / Cat Stevens,1726512987,19118011,332,0,5,09/16/2022 00:00:00,
823,Kina,1723333633,4106807,39,0,3,07/31/2022 00:00:00,
824,MAGIC!,1721727530,146286450,53,1,2,07/31/2022 00:00:00,
825,Greeicy,1720259336,50335675,60,0,5,08/31/2022 00:00:00,
826,Simple Plan,1719642286,2131621,128,0,4,09/05/2022 00:00:00,
827,Sofía Reyes,1719104610,226357631,61,0,3,09/10/2022 00:00:00,
828,Dido,1718183561,5698325,195,0,4,07/31/2022 00:00:00,
829,Paul Simon,1715931271,75838481,370,0,3,07/31/2022 00:00:00,
830,Dennis Lloyd,1715531867,0,48,0,3,07/31/2022 00:00:00,
831,Alfredo Olivas,1713355709,67166813,103,0,3,07/31/2022 00:00:00,
832,Wolfgang Amadeus Mozart,1712607320,5275689,11475,0,0,07/31/2022 00:00:00,
833,Tiago PZK,1709750883,332932512,58,0,4,08/26/2022 00:00:00,
834,Pineapple StormTv,1707906194,154195292,215,0,3,07/31/2022 00:00:00,
835,DENNIS,1705396553,126587183,298,0,4,07/31/2022 00:00:00,
836,YUNGBLUD,1703601205,463620252,92,0,2,09/04/2022 00:00:00,
837,Summer Cem,1702570591,341863678,200,0,2,07/31/2022 00:00:00,
838,Sade,1701116678,1452396,113,0,4,09/05/2022 00:00:00,
839,Eslabon Armado,1699114472,13724576,90,0,2,07/31/2022 00:00:00,
840,Juan Luis Guerra 4.40,1695901682,810878616,208,0,2,09/16/2022 00:00:00,
841,La Adictiva Banda San José de Mesillas,1695830013,44189841,128,0,4,07/31/2022 00:00:00,
842,KSI,1695358834,27838370,116,0,4,09/01/2022 00:00:00,
843,Bullet For My Valentine,1694804867,31403,177,0,2,08/23/2022 00:00:00,
844,Selena,1693151147,2894906,149,0,6,09/01/2022 00:00:00,
845,Jack Ü,1685398303,956750,37,0,4,07/31/2022 00:00:00,
846,Nina Simone,1682102220,25050969,551,0,3,08/05/2022 00:00:00,
847,Kollegah,1676987056,109522515,569,0,0,08/07/2022 00:00:00,
848,Bea Miller,1675218584,1164003726,42,0,4,08/18/2022 00:00:00,
849,Nipsey Hussle,1669099192,270570506,277,0,3,07/31/2022 00:00:00,
850,Cyndi Lauper,1668152364,7113334,219,0,3,09/15/2022 00:00:00,
851,Juicy J,1666667173,3759718067,450,0,2,07/31/2022 00:00:00,
852,Max Richter,1666056201,43626,992,0,0,07/31/2022 00:00:00,
853,Los Bukis,1665301634,7360162,252,0,1,07/31/2022 00:00:00,
854,Otis Redding,1664195345,150323645,337,0,3,07/31/2022 00:00:00,
855,Dominic Fike,1660702806,138302706,30,0,3,07/31/2022 00:00:00,
856,Kungs,1657734274,29885479,65,0,3,07/31/2022 00:00:00,
857,*NSYNC,1656401553,25912106,89,0,5,09/18/2022 00:00:00,
858,Jasmine Thompson,1651309359,959672838,116,0,3,07/31/2022 00:00:00,
859,Willie Nelson,1649521446,312985189,1571,0,4,07/31/2022 00:00:00,
860,Tina Turner,1649451408,24463747,253,0,6,08/24/2022 00:00:00,
861,Yellow Claw,1646156795,88256933,263,0,2,07/31/2022 00:00:00,
862,Lily Allen,1643394520,348477457,115,0,4,08/14/2022 00:00:00,
863,will.i.am,1641904383,2159351268,103,0,5,08/20/2022 00:00:00,
864,Sasha Alex Sloan,1637138656,356062491,55,0,3,09/13/2022 00:00:00,
865,Silk Sonic,1635262002,0,11,0,3,08/28/2022 00:00:00,
866,NCT 127,1633145081,47037951,138,0,2,09/19/2022 00:00:00,
867,deadmau5,1633102099,85895158,456,0,1,07/31/2022 00:00:00,
868,Benjamin Blümchen,1632183811,0,6109,0,0,07/31/2022 00:00:00,
869,Beastie Boys,1631483593,686794,307,0,4,07/31/2022 00:00:00,
870,Ferrugem,1630991997,316721915,171,0,1,07/31/2022 00:00:00,
871,Trueno,1625212488,89783830,55,0,5,08/31/2022 00:00:00,
872,Tom Walker,1621938619,104229160,95,0,4,08/28/2022 00:00:00,
873,Angus & Julia Stone,1621262836,62072067,128,0,3,07/31/2022 00:00:00,
874,AURORA,1620462028,392531879,105,0,3,09/17/2022 00:00:00,
875,Wallows,1617420796,0,50,0,5,07/31/2022 00:00:00,
876,Bill Withers,1616684397,423140273,120,0,4,07/31/2022 00:00:00,
877,Camila,1614888793,118840374,100,0,4,07/31/2022 00:00:00,
878,The National,1612789597,101050937,209,0,1,09/10/2022 00:00:00,
879,ZZ Top,1609888997,84795,279,0,4,09/16/2022 00:00:00,
880,KALEO,1609214165,0,29,0,3,07/31/2022 00:00:00,
881,Tracy Chapman,1603955839,86329695,102,0,4,08/18/2022 00:00:00,
882,Mary J. Blige,1603823302,2072649813,395,0,2,07/31/2022 00:00:00,
883,Jowell & Randy,1598782161,882987056,173,0,3,07/31/2022 00:00:00,
884,Brad Paisley,1594358812,80512829,233,0,2,07/31/2022 00:00:00,
885,The Score,1590492855,2029439,66,0,5,07/31/2022 00:00:00,
886,Los Enanitos Verdes,1589791667,8973461,190,0,4,09/14/2022 00:00:00,
887,Gavin James,1589066720,67835427,119,0,3,07/31/2022 00:00:00,
888,Lenny Kravitz,1586945030,58520527,269,0,4,08/05/2022 00:00:00,
889,Tungevaag,1584806652,5391617,82,0,5,07/31/2022 00:00:00,
890,Frédéric Chopin,1580987576,1163362,9790,0,0,08/06/2021 00:00:00,
891,Ramin Djawadi,1576132499,494471,1024,0,1,08/09/2022 00:00:00,
892,Tyler Childers,1575879683,31875984,62,0,5,08/26/2022 00:00:00,
893,Brett Young,1574718551,18238191,70,0,4,07/31/2022 00:00:00,
894,BØRNS,1573109788,17790746,44,0,3,07/31/2022 00:00:00,
895,Dadju,1570782544,449080594,112,0,1,07/31/2022 00:00:00,
896,Audioslave,1568164155,0,72,0,5,07/31/2022 00:00:00,
897,Olivia O'Brien,1567268080,1463363938,55,0,3,08/05/2022 00:00:00,
898,Sleepy Hallow,1566837791,291033854,64,0,2,07/31/2022 00:00:00,
899,Banda Los Recoditos,1564662688,19005086,252,0,2,08/01/2022 00:00:00,
900,Kiiara,1561088103,289081952,73,0,3,09/04/2022 00:00:00,
901,Mr. Probz,1559887114,237955809,36,0,4,09/19/2022 00:00:00,
902,Sufjan Stevens,1559839764,48019760,439,0,3,09/09/2022 00:00:00,
903,Alvaro Soler,1558833906,46416870,101,0,4,07/31/2022 00:00:00,
904,Pink Sweat$,1558351053,58475674,57,0,3,07/31/2022 00:00:00,
905,King Von,1557609173,158906906,78,0,3,07/31/2022 00:00:00,
906,Diego & Victor Hugo,1557334571,23088565,139,0,6,09/18/2022 00:00:00,
907,Joaquín Sabina,1554442660,130526953,348,0,0,07/31/2022 00:00:00,
908,Ella Henderson,1553412941,369125542,115,0,3,09/16/2022 00:00:00,
910,Blur,1551692610,20342,356,0,2,08/08/2022 00:00:00,
911,Ofenbach,1550940003,104912624,83,0,4,07/31/2022 00:00:00,
912,Lykke Li,1549963169,100408098,105,0,4,07/31/2022 00:00:00,
913,Cher,1549863381,14500960,399,0,3,09/19/2022 00:00:00,
914,Lil Kleine,1549145488,347865948,120,0,0,09/16/2022 00:00:00,
915,(G)I-DLE,1549107296,4846360,68,0,5,09/19/2022 00:00:00,
916,Skepta,1545159107,1544272815,146,0,2,09/12/2022 00:00:00,
917,Falling In Reverse,1544740243,0,65,0,2,07/31/2022 00:00:00,
918,Aleman,1543845576,407519473,151,0,2,07/31/2022 00:00:00,
919,Will Smith,1542201832,22969261,90,0,6,07/31/2022 00:00:00,
920,Kris Kross Amsterdam,1540779399,11311576,45,0,2,07/31/2022 00:00:00,
921,Salmo,1539540910,645180334,162,0,3,08/16/2022 00:00:00,
922,Toby Keith,1539260688,22035715,302,0,4,08/12/2022 00:00:00,
923,Timbaland,1538740572,2172817649,156,0,5,08/09/2022 00:00:00,
924,Beach House,1537837100,2101262,107,0,2,09/06/2022 00:00:00,
925,Snakehips,1537501501,114181875,80,0,3,07/31/2022 00:00:00,
926,YOASOBI,1533599947,0,28,0,5,07/31/2022 00:00:00,
927,ITZY,1531845087,0,70,0,6,09/20/2022 00:00:00,
928,Pusha T,1530816646,1669008782,123,0,2,08/05/2022 00:00:00,
929,Spice Girls,1530766752,705376,106,0,4,09/05/2022 00:00:00,
930,Río Roma,1527525300,130932569,105,0,4,07/31/2022 00:00:00,
931,Bo Burnham,1527212746,273881,103,0,2,09/02/2022 00:00:00,
932,Oh Wonder,1522982587,700789793,71,0,5,08/09/2022 00:00:00,
933,UB40,1520229534,2093977,436,0,3,07/31/2022 00:00:00,
934,Moby,1519804913,294525726,836,0,3,07/31/2022 00:00:00,
935,Andrea Bocelli,1518057850,63860756,592,0,3,09/08/2022 00:00:00,
936,Cash Cash,1516224156,122082586,163,0,4,07/31/2022 00:00:00,
937,Zendaya,1514581338,742506843,42,0,3,07/31/2022 00:00:00,
938,Topic,1514111730,995946509,70,0,1,07/31/2022 00:00:00,
939,John Denver,1512762331,8472293,594,0,3,07/31/2022 00:00:00,
940,BONES,1511219763,192510411,653,0,1,07/31/2022 00:00:00,
941,Natiruts,1510821450,21690077,216,0,1,07/31/2022 00:00:00,
942,TLC,1510571033,235596205,173,0,3,09/09/2022 00:00:00,
943,Gustavo Cerati,1509810094,204209748,163,0,3,07/31/2022 00:00:00,
944,LIT killah,1509081134,190156783,45,0,2,08/28/2022 00:00:00,
945,Alina Baraz,1506524901,29078869,76,0,3,08/09/2022 00:00:00,
946,Lauren Daigle,1506508915,145987139,67,0,3,07/31/2022 00:00:00,
947,Official HIGE DANdism,1506088256,0,144,0,4,07/31/2022 00:00:00,
948,Pixies,1505325659,0,856,0,3,09/04/2022 00:00:00,
949,Dread Mar I,1503218350,37569370,160,0,2,07/31/2022 00:00:00,
950,Mc Don Juan,1500472460,567652551,155,0,3,07/31/2022 00:00:00,
951,Thiaguinho,1498417630,225812024,249,0,0,07/31/2022 00:00:00,
952,Evaluna Montaner,1495747834,133138325,46,0,4,07/31/2022 00:00:00,
953,Capo Plaza,1494955350,798426969,78,0,1,09/04/2022 00:00:00,
954,MF DOOM,1494366089,102412043,424,0,2,07/31/2022 00:00:00,
955,Petit Biscuit,1494185761,22498758,86,0,1,07/31/2022 00:00:00,
956,Gloria Trevi,1493626591,179247041,278,0,2,09/19/2022 00:00:00,
957,Gym Class Heroes,1493450694,0,75,0,3,07/31/2022 00:00:00,
958,Maggie Lindemann,1492524310,3518587,40,0,2,09/19/2022 00:00:00,
959,Jeezy,1485078408,1437063010,552,0,2,07/31/2022 00:00:00,
960,Talking Heads,1484242370,0,215,0,3,09/04/2022 00:00:00,
961,Bruno Martini,1482924670,27749916,105,0,4,08/26/2022 00:00:00,
962,Supertramp,1480511283,35955,119,0,4,08/23/2022 00:00:00,
963,Hungria Hip Hop,1480092466,71737408,68,0,1,07/31/2022 00:00:00,
964,Wu-Tang Clan,1479460962,15206987,351,0,2,07/31/2022 00:00:00,
965,Vince Staples,1478107395,583523563,97,0,2,08/09/2022 00:00:00,
966,Brantley Gilbert,1477281228,127058982,117,0,2,07/31/2022 00:00:00,
967,Tori Kelly,1473981175,564051955,98,0,3,09/04/2022 00:00:00,
968,Counting Crows,1473624597,4503425,192,0,3,08/15/2022 00:00:00,
969,Marracash,1472923263,534687416,196,0,0,08/20/2022 00:00:00,
970,Foreigner,1468972124,354623,284,0,4,09/04/2022 00:00:00,
971,Andrés Calamaro,1463467941,169406253,521,0,2,09/05/2022 00:00:00,
972,Tom Petty and the Heartbreakers,1463007847,3703828,248,0,3,09/03/2022 00:00:00,
973,Hombres G,1461546570,65545893,275,0,3,07/31/2022 00:00:00,
974,Lupe Fiasco,1458913538,284182379,182,0,3,09/20/2022 00:00:00,
975,$NOT,1456594009,110324095,58,0,3,07/31/2022 00:00:00,
976,Upchurch,1451882160,160013519,245,0,0,07/31/2022 00:00:00,
977,Canserbero,1451762300,20576666,88,0,3,08/06/2022 00:00:00,
978,ZHU,1450364098,53933968,120,0,2,07/31/2022 00:00:00,
979,Cristian Castro,1449606688,171308397,236,0,3,07/31/2022 00:00:00,
980,Megadeth,1449001793,785779,419,0,2,09/14/2022 00:00:00,
981,D-Block Europe,1448961530,94674597,150,0,0,08/22/2022 00:00:00,
982,Bryce Vine,1444948521,4590271,81,0,4,07/31/2022 00:00:00,
983,Gustavo Mioto,1444828975,72447438,119,0,4,07/31/2022 00:00:00,
984,Showtek,1441997312,69934802,267,0,2,07/31/2022 00:00:00,
985,Pabllo Vittar,1440938225,307806312,125,0,2,08/24/2022 00:00:00,
986,Kelly Rowland,1439718750,614405577,126,0,3,08/16/2022 00:00:00,
987,The All-American Rejects,1439069693,0,86,0,4,07/31/2022 00:00:00,
988,Jack & Jack,1438739447,45772171,43,0,2,07/31/2022 00:00:00,
989,Ben&Ben,1437489824,17825818,57,0,4,08/31/2022 00:00:00,
990,The Head And The Heart,1436917213,0,95,0,4,07/31/2022 00:00:00,
991,ONE OK ROCK,1436289806,2588340,129,0,1,09/10/2022 00:00:00,
992,Melim,1435884104,89883469,85,0,3,08/26/2022 00:00:00,
993,Jacquees,1433486084,297096889,120,0,2,09/13/2022 00:00:00,
994,RÜFÜS DU SOL,1431266723,11103276,148,0,2,07/31/2022 00:00:00,
995,SCH,1430189357,650133345,114,0,0,07/31/2022 00:00:00,
996,Young the Giant,1429779508,0,78,0,3,08/26/2022 00:00:00,
997,Gemitaiz,1429778231,704443260,174,0,1,07/31/2022 00:00:00,
998,Central Cee,1428646963,8720636,49,0,5,09/20/2022 00:00:00,
999,Empire of the Sun,1428482992,230676529,108,0,3,07/31/2022 00:00:00,
1000,Alanis Morissette,1426836551,494969,300,0,3,09/16/2022 00:00:00,
1001,Icona Pop,1426680056,222797489,121,0,3,07/31/2022 00:00:00,
1002,Dustin Lynch,1426154511,11048052,83,0,4,08/07/2022 00:00:00,
1003,The Temptations,1425942696,64781659,732,0,3,08/05/2022 00:00:00,
1004,Simone & Simaria,1425339491,238959423,122,0,4,08/31/2022 00:00:00,
1005,Gotye,1424591618,10576378,46,1,1,07/31/2022 00:00:00,
1006,NIKI,1422920850,231405433,55,0,4,09/14/2022 00:00:00,
1007,Duke Dumont,1422096182,24622115,121,0,2,07/31/2022 00:00:00,
1008,Laura Pausini,1421622604,293291443,434,0,0,09/13/2022 00:00:00,
1009,Beck,1420597420,83871063,300,0,1,08/17/2022 00:00:00,
